NCT Number,Study Title,Study URL,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,Locations,Study Documents
NCT01945073,Improving Disease Knowledge in Adolescents With Sickle Cell Disease,https://clinicaltrials.gov/study/NCT01945073,COMPLETED,"Increased knowledge about an illness can increase self-management among those afflicted. In order to facilitate people with sickle cell disease living a longer and healthier life, they should be taught to manage their illness.An adolescent with a chronic illness has many unique challenges, in addition to maneuvering the turbulent adolescence period itself. It has been that better knowledge and more positive perceptions of their illness equate not only to better control of their illness but also better quality of life.Studies have also shown the benefits of self-management: when patients are responsible for managing their own illness, their clinical outcomes and quality of life improve and they become less dependent on health care services.

In this study we aim to examine if knowledge, and any changes in knowledge, will each have any association with Quality of Life (QOL) and their perceptions of their illness (IP). We also seek to investigate the effects of an educational booklet, as well as an intervention including the educational booklet with formal counselling on their knowledge, QOL and IPs.",NO,Sickle Cell Disease|Quality of Life,BEHAVIORAL: Educational Booklet (BK)|OTHER: Formal Counselling (CB),"Change in Disease Knowledge, In this inquiry, we wish to apply an educational intervention to determine if there are any improvements in disease knowledge as a result among adolescents attending the Sickle Cell Unit in Jamaica. We also wish to examine if knowledge, and any changes in knowledge, will each have any association with Quality of Life and their perceptions of their illness., 3, 6 and 12 months","Change in Quality of Life, 3, 6 and 12 months|Change in Illness Perception, 3, 6 and 12 months","Predictors of change in knowledge, 3, 6 and 12 months",The University of The West Indies,,ALL,"CHILD, ADULT",NA,150,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: ",2013-08,2015-04,2015-04,"Sickle Cell Unit, University of West Indies, Mona Campus, Kingston 7, Jamaica",
NCT00720317,Diabetic Retinopathy and Sickle Trait,https://clinicaltrials.gov/study/NCT00720317,COMPLETED,"To more clearly ascertain the relationship between ocular manifestations of sickle cell disease and diabetes, specifically; whether the presence of sickle cell trait exacerbates the disease progression of diabetic retinopathy.",NO,Diabetic Retinopathy|Sickle Cell Trait,,"We aim to screen African-American diabetic patients with retinopathy to ascertain whether sickle trait is present, and if so whether there is increased severity of diabetic retinopathy in the group with sickle trait., One Year",,,Medical University of South Carolina,,ALL,"CHILD, ADULT, OLDER_ADULT",,48,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2008-05,2010-07,2010-07,"Medical University of South Carolina, Storm Eye Institute, Charleston, South Carolina, 29425, United States",
NCT04586985,"Safety, Tolerability and Pharmacokinetics of FTX-6058",https://clinicaltrials.gov/study/NCT04586985,COMPLETED,"This is a study to evaluate the safety, tolerability and pharmacokinetics of FTX-6058 in healthy adult subjects and adult subjects with sickle cell disease (SCD).",NO,Healthy Adult Subjects|Sickle Cell Disease,DRUG: FTX-6058/placebo oral capsule(s)|DRUG: FTX-6058/placebo oral capsule(s)|DRUG: FTX-6058 - Two Dosing Periods|DRUG: FTX-6058 / Midazolam Syrup|DRUG: FTX-6058/placebo oral capsule(s),"Treatment-Emergent Adverse Events, To evaluate the safety and tolerability of FTX-6058 in healthy adult subjects and adult subjects with sickle cell disease based on the frequency of adverse events (AEs), frequency of serious adverse events (SAEs), and clinically significant laboratory test results, electrocardiograms (ECGs), and vital signs., Up to approximately 4 weeks of monitoring","Plasma Concentrations of FTX-6058, Blood samples will be collected to measure the plasma concentration of FTX-6058 at specified timepoints by liquid chromatography with tandem mass spectrometry., Study Part A: Days 1, 2, 3 and 4|Plasma Concentrations of FTX-6058, Blood samples will be collected to measure the plasma concentration of FTX-6058 at specified timepoints by liquid chromatography with tandem mass spectrometry, Study Part B: Days 1, 2, 7, 8-10, 11-14 and 15|Plasma Concentrations of FTX-6058, Blood samples will be collected to measure the plasma concentration of FTX-6058 at specified timepoints by liquid chromatography with tandem mass spectrometry., Study Part C: Days 1-4|Plasma Concentrations of Midazolam, Blood samples will be collected to measure the plasma concentration of Midazolam at specified timepoints by liquid chromatography with tandem mass spectrometry, Study Part D: Days 1, 2, 12 and 13|Plasma Concentrations of for 1-OH-Midazolam, Blood samples will be collected to measure the plasma concentration of 1-OH-Midazolam at specified timepoints by liquid chromatography with tandem mass spectrometry., Study Part D: Days 1, 2, 12 and 13|Plasma Concentrations of FTX-6058, Blood samples will be collected to measure the plasma concentration of FTX-6058 at specified timepoints by liquid chromatography with tandem mass spectrometry., Study Part E: Days 1, 7 and 14","Predictive Model of the Relationship between FTX-6058 Concentration and QTc Intervals, A model of the relationship between time-match FTX-6058 plasma concentrations and QTc intervals may be developed and will include simulations to predict potential QT risk., Study Part A: Days 1 and 2|Predictive Model of the Relationship between FTX-6058 Concentration and QTc Intervals, A model of the relationship between time-match FTX-6058 plasma concentrations and QTc intervals may be developed and will include simulations to predict potential QT risk., Study Part B: Days 1, 2, and 7-15|Target Engagement of FTX-6058, Change from baseline in H3K27me3/Total Histone H3 ratio in circulating monocytes will be evaluated by fluorescence-activated cell sorting (FACS)., Study Part B: Days -1, 7, 11-14 and 7-10 days after last dose of study drug|Target Engagement of FTX-6058, Change from baseline in H3K27me3/Total Histone H3 ratio in circulating monocytes will be evaluated by fluorescence- activated cell sorting (FACS)., Study Part E : Days -1, 7,14 and and 7-10 days after last dose of study drug",Fulcrum Therapeutics,,ALL,ADULT,PHASE1,109,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-10-26,2022-11-15,2022-11-15,"Atlanta Center for Medical Research - Sickle Cell Subjects Only, Atlanta, Georgia, 30331, United States|Altasciences Clinical Kansas, Inc. - Healthy Adults Subjects Only, Overland Park, Kansas, 66212, United States",
NCT03621826,Evaluating Barriers to Stroke Screening and Prevention in Children With Sickle Cell Disease,https://clinicaltrials.gov/study/NCT03621826,COMPLETED,"DISPLACE is a three part, multi-center U.S. based study to evaluate the barriers to stroke screening and prevention in children with sickle cell anemia (SCA). In the United States, TCD (Transcranial Doppler ultrasound) is a proven method of screening children with SCA for stroke. However, many children are not getting the screening they need. This study will examine the issues that hinder and help children get the screening at 28 different hospitals and sickle cell centers to improve care for all children with sickle cell anemia. The investigators will then plan a study (part 3) aimed to improve stroke screening and prevention in sickle cell anemia.",NO,Stroke Ischemic|Sickle Cell Disease,OTHER: Questionnaire/Interview,"Annual TCD screening rates (retrospective data assessment), Current rate of TCD screening over the last 5 years, 2 years|Identify the barriers and enablers to TCD screening, This study will assess two different implementation strategies to improve TCD screening. To determine which strategy is more effective, a difference in TCD screening rates of at least 17% between intervention arms is necessary. If there is not at least a 17% difference in annual TCD screening rates, it will be impossible to determine the optimal implementation procedures, 2 years|Retrospective assessment of initiation of chronic transfusion therapy in patients over the last 5 years in those children at risk of stroke, Patients with abnormal TCD should be started on chronic transfusion therapy. The goal of the intervention is to increase institutional initiation of CRCT in at least 95% of patients noted to have abnormal TCD, 2 years","Evaluate patient and stakeholder reported barriers to CRCT, The investigators will asses barriers to CRCT, 2 years",,Medical University of South Carolina,"National Institutes of Health (NIH)|National Heart, Lung, and Blood Institute (NHLBI)",ALL,"CHILD, ADULT",,5247,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-02-12,2019-06-28,2019-06-28,"Medical University of South Carolina, Charleston, South Carolina, 29425, United States",
NCT01114776,Multi-Center Study of Iron Overload: Pilot Study,https://clinicaltrials.gov/study/NCT01114776,COMPLETED,"The purpose of this study is to initiate pilot studies to demonstrate that a sufficient number of iron-overloaded thalassemia, SCD and DBA populations with similar duration of chronic transfusion, and age at start of transfusions would be available for a confirmatory study and to validate that proposed multicenter MRI and biochemical studies can be completed. The study will examine the hypothesis that a chronic inflammatory state in Sickle Cell Disease (SCD) leads to hepcidin- and cytokine-mediated iron withholding within the RES (reticuloendothelial system), lower plasma NTBI (non transferrin bound iron) levels, less distribution of iron to the heart in SCD.",NO,Sickle Cell Disease|Thalassemia|Diamond-Blackfan Anemia,,"Pilot study of biochemical mechanisms of iron deposition in patients with Sickle Cell Disease, Thalassemia and Diamond-Blackfan Anemia., To examine the hypothesis that a chronic inflammatory state in Sickle Cell Disease (SCD) leads to hepcidin- and cytokine-mediated iron withholding within the RES (reticuloendothelial system), lower plasma NTBI (non transferrin bound iron) levels, less distribution of iron to the heart in SCD, and finally lower uptake and enhanced export of NTBI by cardiomyocytes conditioned by SCD serum, when compared with similarly iron overloaded patients with beta thalassemia and diamond blackfan anemia., March 2010 - August 2012","Comparison of cardiac and pituitary iron content by MRI, We will measure cardiac and pituitary iron deposition by MRI in SCD with 10-20 years of transfusion exposure (0.2-0.6 mg Fe/kg/day) and compare this to measurements in a similarly transfused group of TM (or DBA). Patients with similar duration of chronic transfusion and age at onset of chronic transfusion therapy will be compared., March 2010 - August 2012|Characterization of levels and speciation of NTBI in heavily transfused SCD vs. TM (or DBA), Levels of total and speciated NTBI (directly chelatable, labile plasma (LPI) and bleomycin-reactive) will be correlated with inflammatory biomarkers, hepcidin levels and organ iron deposition in patients with SCD, TM (or DBA). Results from the 3 patient populations will be compared to determine the possible effect of ineffective erythropoiesis in TM on the amount or species of NTBI present in the circulation., March 2010 - August 2012|To examine mediators of iron trafficking including inflammatory and regulatory cytokines (TNF-α, IL-1, IL-6, IL-10, TGF β), hepcidin, and nutritional factors (Vitamin C and D) in heavily transfused patients with SCD and TM (or DBA), To examine the hypothesis that disease-related differences in inflammatory markers, hepcidin, and nutritional factors affect NTBI deposition, we will define the relationships between plasma and monocyte cytokines known to have cellular effects on iron cell trafficking (IL-1, IL-6, IL-10, TNFalpha, and TGFbeta), hepcidin concentration, and nutrient factors on NTBI levels and characteristics., March 2010 - August 2012|To examine the cellular mechanisms of iron sequestration in the RES and uptake of iron into other iron storage sites in SCD relative to TM (or DBA), We will examine iron homeostasis in primary monocytes obtained from the 4 study groups to ascertain whether there is increased iron accumulation in monocytes in SCD patients. We will determine total cellular iron and ferritin-bound iron in monocytes isolated from the blood of SCD, TM and DBA patients., March 2010 - August 2012",,UCSF Benioff Children's Hospital Oakland,University College London (UCL) Cancer Institute|Universitätsklinikum Hamburg-Eppendorf|Medical University Innsbruck|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),ALL,"CHILD, ADULT, OLDER_ADULT",,20,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2009-11-01,2013-07-31,2013-09-30,"Children's Hospital & Research Center Oakland, Oakland, California, 94609, United States|Universitätsklinikum Hamburg-Eppendorf, Hamburg-Eppendorf, Germany|UCL Cancer Institute, London, WC1E 6BT, United Kingdom",
NCT00968162,Sickle Cell Disease Conditioning for Bone Marrow Transplant,https://clinicaltrials.gov/study/NCT00968162,COMPLETED,"Most bone marrow transplants for children with sickle cell disease are performed using high doses of two chemotherapy agents: busulfan and cyclophosphamide for the pre-transplant conditioning. This approach produces cure in most cases (approximately 95%). It, however, has serious side effects, including seizures and infertility. The primary goal of this study is to determine how much we can lower the dosages of busulfan and cyclophosphamide by incorporating fludarabine, a safer chemotherapy agent, into conditioning. The secondary goal is to develop a better understanding of how bone marrow transplants cause neurologic problems like seizures.",NO,Bone Marrow Transplantation|Sickle Cell Disease,DRUG: fludarabine,"Modify the standard dose of busulfan, cyclophosphamide and anti-thymocyte globulin conditioning regimen by adding fludarabine in order to determine the feasibility of reducing the total dose of cyclophosphamide from its present standard of 200 mg/kg., 1 year after last patient enrolled","To gain insight into the processes that give rise to neurologic problems following bone marrow transplantation and to develop surrogate outcomes., 1 year after last patient enrolled",,Emory University,,ALL,"CHILD, ADULT",PHASE1,8,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-02,2014-03,2016-01-11,"University of Alabama-Birmingham, Birmingham, Alabama, United States|Children's National Medical Center, Washington, D.C., District of Columbia, United States|All Children's Research Institute Inc., Saint Petersburg, Florida, 33701, United States|Children's Healthcare of Atlanta, Atlanta, Georgia, 30322, United States|Tulane University, New Orleans, Louisiana, 70112, United States|Wayne State University, Detroit, Michigan, 48202, United States|University of Mississippi Medical Center, Jackson, Mississippi, United States|Montefiore Medical Center, The Bronx, New York, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, 27516, United States|University of Texas Southwestern, Dallas, Texas, United States",
NCT01833702,Use of a Mobile-based App for SCD Patients,https://clinicaltrials.gov/study/NCT01833702,COMPLETED,"The study will seek to enroll 100 sickle cell or thalassemia patients who are age 12 or older who have access to a smartphone or tablet with Internet access daily.

The study will evaluate patient-reported comfort level with using a mobile device to record their pain levels, as well as adherence to recording these levels daily.

The study will track patients' assessment of their pain, actions taken, and outcomes related to pain management and provider involvement.

This study will attempt to collect information about differences in the use of two traditional pain assessment modes (verbal scale and paper) versus the use of a pain assessment tool on a mobile device in the form of a smartphone, tablet, or iPad with an Android or iOS operating system.",NO,Sickle Cell Disease|Chronic Pain,,"Usability, Patients are able to use a mobile device to record daily symptoms, including pain, and interventions, including medication administration., 42 days",,,Duke University,,ALL,"CHILD, ADULT, OLDER_ADULT",,21,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-06,2014-05,2014-05,"Duke University Medical Center, Durham, North Carolina, 27710, United States",
NCT03353584,Effect of Virtual Reality Technology for Pain Management of Vaso-Occlusive Crisis in Patients With Sickle Cell Disease,https://clinicaltrials.gov/study/NCT03353584,RECRUITING,"Acute vaso-occlusive crisis (VOC) is the most common complication in patients with sickle cell disease (SCD) and pain related to VOC is often inadequately treated. This is a phase II randomized controlled clinical trial evaluating the efficacy of virtual reality technology when added to standard pain management for patients with sickle cell disease who are experiencing acute pain crisis in the ambulatory care setting. Patients will be randomized to receive either standard management only or standard management in addition to virtual reality therapy. The remainder of care for the painful event will continue per institutional standards according to clinical indication, including reassessment and documentation of pain and additional doses of pain medicines by intravenous (IV) or oral route. Pain scores and opioid requirement will be measured and compared across treatment arms, along with the outcomes of discharge from clinic versus admission to the inpatient unit.

PRIMARY OBJECTIVE: To assess the efficacy of virtual reality (VR) technology in reducing pain at 30 minutes after intervention during an acute vaso-occlusive crisis in patients with sickle cell disease. Primary endpoint will be change in pain scores in Standard versus VR arms, between the first pain assessment at the time of presentation and the subsequent pain assessments up to 30 minutes after intervention.

Secondary Objectives:

* To compare total opioid consumption from the time of presentation to the time of discharge from acute care setting in Standard versus VR arms.
* To assess the efficacy of virtual reality (VR) technology in reducing pain at 60 minutes after the first IV medication administered or 60 minutes after completion VR during an acute vaso-occlusive crisis in patients with sickle cell disease.",NO,Sickle Cell Disease|Vaso-occlusive Crisis,OTHER: Virtual Reality Therapy,"Change in pain scores, The highest pain score based on all scores at different body pain locations is used as the pain score. The changes in pain scores in two arms between baseline and 30 minutes post study intervention will be summarized and compared using Wilcoxon rank sum test at a significance level of 0.1., Baseline and up to 30 minutes after intervention",,,St. Jude Children's Research Hospital,,ALL,"CHILD, ADULT",NA,76,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-02-05,2026-11,2026-11,"Methodist Comprehensive Sickle Cell Center, Memphis, Tennessee, 38104, United States|St. Jude Children's Research Hospital, Memphis, Tennessee, 38105, United States",
NCT05646888,"Inflammation, Platelets and Sickle Cell Disease",https://clinicaltrials.gov/study/NCT05646888,RECRUITING,"Sickle cell disease (SCD) is an autosomal recessive genetic disorder linked to a single mutation on beta-globin chains. This leads to red blood cell deformation and chronic hemolysis which can result in vaso-occlusive events, anemia and vasculopathy. Pathophysiology is incompletely understood, and beyond red blood cell's abnormalities this involves hemostasis and innate immunity. The aim of our study is to describe the mechanisms of thrombo-inflammation during the vaso-occlusive crisis (VOC) in adults with sickle cell disease.",NO,Platelet Activation|Thromboinflammation|Sickle Cell Disease,BIOLOGICAL: Blood sampling,"To evaluate mechanisms of platelet activation in the thrombo-inflammation process during a vaso-occlusive crisis., by flow cytometry analysis, First 48h of hospitalization|To evaluate mechanisms of platelet activation in the thrombo-inflammation process during a vaso-occlusive crisis., by flow cytometry analysis, Day 13 (+/- 2 days)|To evaluate mechanisms of platelet activation in the thrombo-inflammation process during a vaso-occlusive crisis., by flow cytometry analysis, At day 60 (+/- 2 days)",,,"University Hospital, Toulouse",,ALL,"ADULT, OLDER_ADULT",,25,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-01-15,2025-11-30,2025-12-30,"IUCT-Oncopole University Hospital, Toulouse, 31500, France",
NCT02619734,Autologous Bone Marrow Stem Cells for Chronic Leg Ulcer Treatment in Sickle Cell Disease,https://clinicaltrials.gov/study/NCT02619734,UNKNOWN,The purpose of this study is to evaluate the safety and efficacy of autologous bone marrow stem cell implantation for the treatment of leg ulcer in adult patients with sickle cell disease.,NO,Chronic Leg Ulcer|Sickle Cell Disease,BIOLOGICAL: Infusion of Autologous Bone Marrow Mononuclear Cells,"Safety of Treatment - Determined by changes in vital signs, electrocardiographic, biochemical, hematological, and urinalysis measures, and reported adverse events, Determined by changes in vital signs, electrocardiographic, biochemical, hematological, and urinalysis measures, and reported adverse events, 6 months|Change in Leg Ulcer, Rate and extent of leg ulcer wound healing as measured by change in wound surface area Ulcer diameter will be recorded, 6 months to one year","Numeric pain intensity scale (0-10), Change in Sickle Cell Disease leg ulcer wound pain scores as measured by a 10-point scale (analogic visual scale) and relative to non-wound site pain scores, 6 months to one year|Ulcer Healing, Defined as a Decrease in Ulcer Area by at Least 25% of the Initial Area Ulcer diameter will be recorded, 6 months to one year|Quality of Life, Change in quality of life as well as other indicators of patient comfort and well-being, 6 months to one year",,Federal University of Bahia,Oswaldo Cruz Foundation,ALL,ADULT,PHASE1,40,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-08,2016-07,2016-08,,
NCT00263562,Steroid Treatment for Sickle Cell Pain Crisis,https://clinicaltrials.gov/study/NCT00263562,TERMINATED,"The painful episode is the most common problem experienced by children with sickle cell disease. Although various treatments are available during painful episodes, the medication most commonly given for pain is a pain medication such as morphine. Fluids are also used. Even with these treatments, many children still have severe pain that is difficult to control. In addition to pain medications, there are other medications that may be useful. Methylprednisolone (solumedrol) and prednisone are a group of medications called steroids that may be helpful for painful episodes. These medications are known to lower the amount of inflammation (this means swelling, tenderness, and soreness) in the body. Because this medication may help with your pain, you are being asked to be a part of this study. These types of medications are used in other illnesses such as asthma, especially during times when the illness has gotten worse.

The main purpose of this study is to see if the methylprednisolone and prednisone will lower the amount of pain and the length of hospital stay.

In addition to the pain medication you will normally receive, you will be assigned to one of 2 groups: 1) the experimental group with the active form of the medicine, or 2) a comparison group without the active form of the medicine. In either group, you will still receive all of the treatments you would normally receive for a painful episode, including pain medicines and fluids. You and your doctors will not know what group you will be assigned.

If you decide to be a part of the study the following will happen:

For the first 5 days, you will be asked to: 1) describe your current pain (0=no pain to 10=a lot of pain), worst pain (0=no pain to 10=a lot of pain), least pain (0=no pain to 10=a lot of pain), and the amount of pain relief (0=no relief to 10=complete relief); 2) describe any signs or symptoms you feel, including filling out a pain scale form each day; 3) and take the medicines for 5 days, either at home or when in the hospital. Thirty days after the study, a study researcher will call and will ask questions about your pain, any painful episodes, and any medications you had. If you are discharged home sooner than 5 days after the start of the study, research staff will call you to ask you these questions, remind you to fill out your pain forms, and remind you to take your medicine. If you are discharged home, you will be given pain scales to fill out each day at home.",YES,Sickle Cell Disease|Vaso-occlusive Crisis,DRUG: Steroid arm|OTHER: Placebo,"Pain Scores, Severity of pain using a 10-point scale ranging from 1-10, with higher numbers corresponding to worsening pain., 30 days","Duration of Hospitalization, Length of stay (from emergency department arrival to discharge from the inpatient unit), in days, through hospitalization, up to 15 days, Through hospitalization, up to 15 days|Number of Participants With Complications and Adverse Events, To describe adverse events, including infection, hypertension, and/or GI bleeding, 30 days|Number of Participants With Recurrent Episodes of Pain Within 1 Month of Treatment, Number of recurrent episodes of pain within 1 month of treatment, 30 days|Number of Days Analgesia Used, # of days during which the child received parenterally-administered opioids through hospitalization, up to 15 days., Through hospitalization, up to 15 days",,Baylor College of Medicine,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,18,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-12-01,2008-06-13,2008-06-13,"Texas Childrens Hospital, Houston, Texas, 77030, United States",
NCT01913548,Multi-Center Study of Iron Overload: Survey Study (MCSIO),https://clinicaltrials.gov/study/NCT01913548,COMPLETED,"The purpose of this study is to demonstrate that a sufficient number of iron-overloaded thalassemia (THAL), Sickle Cell Disease (SCD)and Diamond Blackfan Anemia (DBA) populations with similar duration of chronic transfusion, and age at start of transfusions would be available for a confirmatory study. The study will examine the hypothesis that a chronic inflammatory state in SCD leads to hepcidin- and cytokine-mediated iron withholding within the RES (reticuloendothelial system), lower plasma NTBI (non-transferrin bound iron) levels, less distribution of iron to the heart in SCD.",NO,Sickle Cell Disease|Thalassemia|Diamond-Blackfan Anemia,,"Identification of iron overloaded patients with Sickle Cell Disease and Thalassemia eligible for future study of iron deposition and biochemical mechanisms, Patients with similar duration of chronic transfusion and age at onset of chronic transfusion therapy will be identified from 10 participating centers. Detailed information on iron burden and transfusion, medical, and chelation histories will be obtained in order to establish a cohort of patients that could be available for a future powered study of extra-hepatic iron deposition and underlying biochemical mechanisms., March 2010 - July 2013",,,UCSF Benioff Children's Hospital Oakland,University College London (UCL) Cancer Institute|Universitätsklinikum Hamburg-Eppendorf|Medical University Innsbruck|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),ALL,"CHILD, ADULT, OLDER_ADULT",,423,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-03-31,2013-08-31,2013-10-31,"Children's Hospital & Research Center Oakland, Oakland, California, 94609, United States|Georgia Regents University, Augusta, Georgia, 30912, United States|Children's Memorial Hospital, Chicago, Illinois, 60614, United States|Adult Comprehensive Sickle Cell Center, Duke University Medical Center, Durham, North Carolina, 27710, United States|Thomas Jefferson SCD Program, Philadelphia, Pennsylvania, 19107, United States|St. Jude Children's Research Hospital, Memphis, Tennessee, 38105-3678, United States|Universitätsklinikum Hamburg-Eppendorf, Hamburg-Eppendorf, Germany|UCL Cancer Institute, London, WC1E 6BT, United Kingdom",
NCT03214354,Nonmyeloablative Stem Cell Transplant in Children with Sickle Cell Disease and a Major ABO-Incompatible Matched Sibling Donor,https://clinicaltrials.gov/study/NCT03214354,RECRUITING,"The aim of this study to evaluate the safety and efficacy of a nonmyeloablative conditioning regimen for allogeneic hematopoietic stem cell transplantation (HSCT) in pediatric patients with sickle cell disease (SCD) who have a matched related major ABO-incompatible donor. The nonmyeloablative regimen will use alemtuzumab, total body irradiation (TBI) and sirolimus for immune suppression. This study will expand the access of HSCT for patients with SCD who are currently not eligible because of donor restrictions.",NO,Sickle Cell Disease|Stem Cell Transplant Complications|Red Blood Cell Disorder|Pure Red Cell Aplasia,DRUG: Alemtuzumab|RADIATION: Total Body Irradiation|DRUG: Sirolimus,"Incidence of pure red cell aplasia (PRCA), Clinical definition: reticulocytopenia \< 10x109/L (\< 1%) lasting more than 60 days after HSCT, or Pathological definition: the absence of erythroid precursors in the marrow in the setting of adequate myeloid, lymphoid and megakaryocytic precursors, 6 months from enrollment","RBC chimerism measured by peripheral blood flow cytometry, Peripheral blood for RBC chimerism on flow sorted erythroid precursor cells, 12 months|RBC chimerism measured by bone marrow BFU-erythroid forming colonies, Bone marrow will be performed between Day +45 and +60, 2 months|Primary graft failure, Measured by donor chimerism from peripheral blood and bone marrow, 6 weeks|Secondary graft failure, Measured by donor chimerism in peripheral blood and bone marrow, 24 months|Disease recurrence, Measured by peripheral blood Hb S level, 24 months|Incidence and severity of acute GVHD, Acute GVHD grade will be accessed using modified CIBMTR criteria, 100 days|Incidence and severity of chronic GVHD, Chronic GVHD will be accessed using the NIH consensus criteria, 24 months",,University of Calgary,,ALL,"CHILD, ADULT",PHASE2,12,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-07-05,2028-07,2028-07,"Alberta Children's Hospital, Calgary, Alberta, T3B 6A8, Canada",
NCT04694976,"Vitamin D Status in Children With Sickle Cell Disease Living in Lyon, France",https://clinicaltrials.gov/study/NCT04694976,COMPLETED,"Vitamin D deficiency may be under-diagnosed in sickle cell disease French children. Therefore, the investigator need an epidemiologic study about the prevalence of vitamin D deficiency in this specific population. There are not specific guidelines neither testing nor treatment. The investigator propose to test vitamin D status in all children with sickle cell disease who are consulting their referring haematologist doctor or in the emergency ward.",NO,Vitamin D Deficiency|Sickle Cell Disease,BIOLOGICAL: 25-OH Vitamin D measure,"Determination of 25-OH Vitamin D level, We classify vitamin D status as follows :

* Sufficiency \> \>75nmol/L (\>30 ng/mL)
* Insufficiency 50-75 nmol/L (20-30 ng/mL)
* Deficiency 12-50nmol/L (5-20 ng/mL)
* Severe deficiency \<12 nmol/L (\<5 ng/mL), Day 1",,,Hospices Civils de Lyon,,ALL,CHILD,,130,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-02-04,2022-02-03,2022-02-03,"Hôpital Femme Mère enfant - Urgences pédiatriques, Bron, 69500, France",
NCT01419977,Treatment of Sickle Cell Patients Hospitalized in Pain Crisis With Prophylactic Dose Low-molecular-weight Heparin (LMWH) Versus Placebo,https://clinicaltrials.gov/study/NCT01419977,COMPLETED,"Sickle cell disease (SCD) is one of the most common inherited diseases worldwide and exhibits highest frequency in people of African descent. Patients with SCD currently have few treatment options, with hydroxyurea being the only medication approved to reduce the frequency of vaso-occlusive crisis (VOC) and prevent other SCD complications such as acute chest syndrome. Once patients develop VOC, hospitalizations aim to alleviate pain; no specific therapy is currently available to otherwise affect the course of the VOC. However, there has been increasing interest in the role of coagulation in the pathogenesis of SCD. The investigators hypothesize that low dose anticoagulant therapy, such as prophylactic dose low-molecular-weight heparin (LMWH), could be a novel way to ameliorate the vaso-occlusive process and thereby hasten the resolution of pain.",YES,Sickle Cell Disease|Vaso-occlusive Crisis,DRUG: Placebo|DRUG: Dalteparin,"Change in D-dimer, Patients will have D-dimer,for samples drawn on Day 1 and Day 3, Day 1 and Day 3|Change in Clinical Pain Scores, The primary pain assessment tool will be a 10-cm horizontal visual analog scale (VAS), with ""0"" corresponding to no pain at one end and ""10"" indicating the worst pain at the other., Baseline to day 1|Change in Thrombin Generation Assay - Endogenous Thrombin Potential, Patients will have thrombin generation assay samples drawn on Day 1 and 3, Day 1 and Day 3|Change in Clinical Pain Scores, The primary pain assessment tool will be a 10-cm horizontal visual analog scale (VAS), with ""0"" corresponding to no pain at one end and ""10"" indicating the worst pain at the other., Baseline to day 3",,,Duke University,Eisai Limited,ALL,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2011-05,2013-07,2014-07,"Duke University, Durham, North Carolina, 27710, United States",
